datetime,index,site,location,wl_below_surface_m,temperature,salinity,p_h,do_mgl,p_h_orp,peak,d_time,d_do,do_rate,max_do,mean_depth,mean_temp,mean_salinity,mean_ph,hours
2022-04-14T11:45:00Z,1,OWC,TR,0.07503599598231803,6.66,0.26,7.32,0,-151.3,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,0
2022-04-14T12:00:00Z,2,OWC,TR,0.07292677417874593,6.66,0.26,7.32,0.02,-126.1,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,0.25
2022-04-14T12:15:00Z,3,OWC,TR,0.07362984811327,6.67,0.26,7.36,0.14,-56.8,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,0.5
2022-04-14T12:30:00Z,4,OWC,TR,0.07152062630969791,6.68,0.26,7.37,0.33,-32.9,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,0.75
2022-04-14T12:45:00Z,5,OWC,TR,0.07433292204779407,6.68,0.25,7.39,0.47,-16.1,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,1
2022-04-14T13:00:00Z,6,OWC,TR,0.07222370024422198,6.68,0.25,7.36,0.85,-18.7,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,1.25
2022-04-14T13:15:00Z,7,OWC,TR,0.07222370024422198,6.69,0.25,7.42,1,8.9,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,1.5
2022-04-14T13:30:00Z,8,OWC,TR,0.07222370024422198,6.7,0.25,7.43,0.98,23.2,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,1.75
2022-04-14T13:45:00Z,9,OWC,TR,0.07081755237517384,6.7,0.25,7.43,0.96,33.7,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,2
2022-04-14T14:00:00Z,10,OWC,TR,0.07292677417874593,6.7,0.25,7.41,0.84,36,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,2.25
2022-04-14T14:15:00Z,11,OWC,TR,0.06941140450612582,6.71,0.25,7.45,1.02,45.4,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,2.5
2022-04-14T14:30:00Z,12,OWC,TR,0.06870833057160186,6.71,0.25,7.45,1.02,52.3,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,2.75
2022-04-14T14:45:00Z,13,OWC,TR,0.07081755237517384,6.72,0.25,7.45,1.07,58,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,3
2022-04-14T15:00:00Z,14,OWC,TR,0.06870833057160186,6.72,0.25,7.43,1.13,60.9,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,3.25
2022-04-14T15:15:00Z,15,OWC,TR,0.06941140450612582,6.72,0.25,7.46,1.24,65.6,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,3.5
2022-04-14T15:30:00Z,16,OWC,TR,0.06870833057160186,6.73,0.25,7.46,1.28,69.6,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,3.75
2022-04-14T15:45:00Z,17,OWC,TR,0.07081755237517384,6.74,0.25,7.46,1.3,73.4,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,4
2022-04-14T16:00:00Z,18,OWC,TR,0.0680052566370778,6.73,0.25,7.45,1.13,76.5,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,4.25
2022-04-14T16:15:00Z,19,OWC,TR,0.0680052566370778,6.74,0.25,7.46,1.24,80,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,4.5
2022-04-14T16:30:00Z,20,OWC,TR,0.07011447844064989,6.75,0.25,7.46,1.26,82.9,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,4.75
2022-04-14T16:45:00Z,21,OWC,TR,0.0680052566370778,6.76,0.25,7.47,1.26,85.5,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,5
2022-04-14T17:00:00Z,22,OWC,TR,0.06870833057160186,6.75,0.25,7.46,1.13,87.4,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,5.25
2022-04-14T17:15:00Z,23,OWC,TR,0.06870833057160186,6.76,0.25,7.47,1.26,90.6,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,5.5
2022-04-14T17:30:00Z,24,OWC,TR,0.06448988696445779,6.77,0.25,7.47,1.3,92.8,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,5.75
2022-04-14T17:45:00Z,25,OWC,TR,0.06730218270255373,6.77,0.25,7.48,1.32,95.1,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,6
2022-04-14T18:00:00Z,26,OWC,TR,0.06589603483350592,6.77,0.26,7.48,1.2,95.1,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,6.25
2022-04-14T18:15:00Z,27,OWC,TR,0.06308373909540976,6.78,0.25,7.48,1.34,98.2,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,6.5
2022-04-14T18:30:00Z,28,OWC,TR,0.06308373909540976,6.79,0.25,7.48,1.4,100.7,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,6.75
2022-04-14T18:45:00Z,29,OWC,TR,0.06448988696445779,6.79,0.25,7.48,1.39,103.1,1,45.25,1.82,0.040220994475138126,1.82,4.100211658318056e-6,6.961978021978022,0.2582967032967033,7.453626373626373,7
